What,Timestamp,Email Address,I enjoy reading the notes. (1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I understand what was taught in the notes. (1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I will recommend these notes to my friends.(1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I enjoy doing the activities. (1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I understand what was taught through the activities. (1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I will recommend the activities to my friends.(1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),How long do you think you spent on this lesson?,Please rate your overall experience. Is this experience satisfying?,Age,"Additional feedback. Please write down if you have some thoughts on what you like about the lesson, what you think could be improved or some other feedback. All feedback are welcomed! "
FBD-Lesson1,8/6/2021 13:14,,10,8,10,8,8,10,Less than 30 minutes,Not sure,13,I gained more information about internet in this so thank you.
FBD-Lesson1,8/6/2021 13:21,,8,6,6,6,6,6,Between 60 to 90 minutes,Not sure,13,My Age is 12 but .............
FBD-Lesson1,8/6/2021 17:20,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,13,
FBD-Lesson1,8/6/2021 17:44,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson1,8/6/2021 17:45,,10,8,10,10,8,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson1,8/6/2021 17:48,,10,8,10,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/6/2021 19:19,,8,10,10,8,10,10,Less than 30 minutes,Satisfying,13,"The advices are simple and easily understandable, it is brief but meaningful."
FBD-Lesson1,8/6/2021 21:48,,2,2,2,2,2,2,Less than 30 minutes,Very satisfying,17,No
FBD-Lesson1,8/6/2021 21:56,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,13,"The slides are very cool and very attractive for me, I had learned a lot of the Internet, thank you."
FBD-Lesson1,8/6/2021 22:08,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,13,"The slides are very cool and attractive for me, I had learned a lot, thank you."
FBD-Lesson1,8/6/2021 22:14,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson1,8/7/2021 9:05,,10,10,10,8,10,6,Less than 30 minutes,Satisfying,14,
FBD-Lesson1,8/7/2021 10:22,,8,6,6,8,6,8,Between 30 to 60 minutes,Very satisfying,15,The information of the internet is very interesting
FBD-Lesson1,8/7/2021 10:35,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,The information about Internet was good and interested.
FBD-Lesson1,8/7/2021 10:56,,8,8,10,8,8,8,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson1,8/7/2021 11:17,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,
FBD-Lesson1,8/7/2021 11:21,,8,10,6,6,8,6,Between 30 to 60 minutes,Not sure,13,😀
FBD-Lesson1,8/7/2021 11:38,,10,8,8,10,10,8,Between 30 to 60 minutes,Very satisfying,13,I think this website is good.
FBD-Lesson1,8/7/2021 12:01,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,13,
FBD-Lesson1,8/7/2021 12:09,,8,10,10,8,10,10,Less than 30 minutes,Satisfying,13,
FBD-Lesson1,8/7/2021 12:11,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,13,Excellent! 
FBD-Lesson1,8/7/2021 12:42,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,13,I think this website is very good
FBD-Lesson1,8/7/2021 12:44,,8,8,10,8,8,10,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson1,8/7/2021 12:50,,8,6,10,8,8,10,More than 90 minutes,Satisfying,13,I like the lesson.
FBD-Lesson1,8/7/2021 13:05,,8,8,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,Absolutely love it..Very informative
FBD-Lesson1,8/7/2021 13:33,,8,10,8,10,10,8,Less than 30 minutes,Satisfying,13,This is brilliant! I learnt more about Internet thanks to this lesson.
FBD-Lesson1,8/7/2021 13:59,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,14,I think it can be improved by adding more information and lessons about the topic.
FBD-Lesson1,8/7/2021 16:13,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,16,Maybe you can add more wordwall quiz and add backgorund sound (can on and off) during notes reading
FBD-Lesson1,8/7/2021 16:31,,10,8,10,10,8,10,Between 30 to 60 minutes,Very satisfying,16,I really enjoy all the notes. They are very well packed with information and straightforward. The activity included very much summarise what we have read in the notes. 
FBD-Lesson1,8/7/2021 16:38,,10,10,8,10,10,8,Less than 30 minutes,Satisfying,16,I like at how there some insertion of quizzes and questions and also some media that makes the lesson quite interesting . 
FBD-Lesson1,8/7/2021 17:05,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,16,the informations given are really helpful and i can gain more knowledge 
FBD-Lesson1,8/7/2021 20:03,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,13,
FBD-Lesson1,8/7/2021 20:06,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,13,This is good.
FBD-Lesson1,8/7/2021 20:07,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,13,I think this website is good
FBD-Lesson1,8/7/2021 20:35,,10,8,10,8,8,10,Less than 30 minutes,Very satisfying,13,I enjoyed this very much! 😊
FBD-Lesson1,8/7/2021 20:41,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,13,
FBD-Lesson1,8/7/2021 20:47,,10,10,10,8,10,10,Less than 30 minutes,Satisfying,13,
FBD-Lesson1,8/7/2021 20:56,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,13,I like the lesson because is interactive and fun and easy to understand it.There are no feedback from me because this lesson was perfect
FBD-Lesson1,8/8/2021 9:50,,6,8,6,8,8,8,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson1,8/8/2021 10:48,,8,10,8,10,8,8,Less than 30 minutes,Very satisfying,14,
FBD-Lesson1,8/8/2021 13:00,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,
FBD-Lesson1,8/8/2021 13:28,,8,8,8,8,8,8,Between 60 to 90 minutes,Not sure,16,very good
FBD-Lesson1,8/8/2021 16:42,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,13,This is Very good
FBD-Lesson1,8/8/2021 17:47,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,16,Very interesting.
FBD-Lesson1,8/8/2021 17:58,,8,8,10,8,8,8,Between 30 to 60 minutes,Satisfying,17,I think that the reason why Internet is being useful to global users due to it is automatically for renew the latest news and informations to let people around the world to get those topics news in every corner of the world.
FBD-Lesson1,8/8/2021 18:09,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson1,8/8/2021 18:20,,8,8,8,8,8,8,Between 60 to 90 minutes,Very satisfying,16,What i like about the lesson is their teach me how to use some websites or emails. It kinda usefull to some students whose are new to technology world.
FBD-Lesson1,8/8/2021 18:27,,8,8,8,8,8,8,Between 60 to 90 minutes,Very satisfying,16,What i like about the lesson is their teach me how to use some websites or emails. It kinda usefull to some students whose are new to technology world.
FBD-Lesson1,8/8/2021 18:41,,10,10,10,8,8,10,Less than 30 minutes,Satisfying,17,
FBD-Lesson1,8/8/2021 19:06,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,Very interesting!
FBD-Lesson1,8/8/2021 19:41,,8,8,10,10,6,6,Less than 30 minutes,Not sure,16,"In my opinion, it could be better if you can provide video of what we are learning so that we can understand better by having other person to explain instead of trying hard to understand  the lesson by ourselves. But overall, I think I really love how the notes are presented with some illustrations as it can attract students to read the notes given."
FBD-Lesson1,8/8/2021 20:10,,8,8,6,8,8,6,Less than 30 minutes,Not sure,16,
FBD-Lesson1,8/8/2021 20:20,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson1,8/8/2021 20:25,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,Interesting
FBD-Lesson1,8/8/2021 20:37,,10,10,6,10,10,10,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson1,8/8/2021 20:41,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,Very good.
FBD-Lesson1,8/8/2021 20:52,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,Very good
FBD-Lesson1,8/8/2021 21:45,,10,8,10,8,8,10,Less than 30 minutes,Satisfying,16,
FBD-Lesson1,8/8/2021 22:24,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,The lesson was very engaging and enjoyable. It was designed in a way that would not make anyone feel bored reading. The color choices and designs were very well thought out and it made the lesson interesting. The questions were also very relevant and opinion-based making it easier for anyone to recap what they have learned. I would suggest adding a video that is related to the topic in a visualized manner to make it memorable and fun.
FBD-Lesson1,8/8/2021 22:54,,8,8,8,8,8,8,Between 30 to 60 minutes,Not sure,16,
FBD-Lesson1,8/8/2021 23:06,,8,8,10,8,8,8,Between 30 to 60 minutes,Satisfying,16,I think the lesson specifically taught us about the Internet that we didn't really know about and it's great to learn about it! 
FBD-Lesson1,8/8/2021 23:21,,8,8,8,8,8,8,Between 30 to 60 minutes,Not sure,16,
FBD-Lesson1,8/9/2021 0:12,,6,8,10,10,8,8,Between 60 to 90 minutes,Satisfying,16,It is a really great experience to browse through the internet about anything that we need and information are also provided. This lesson helps me to gain a lot of new knowledge and beneficial info about the internet. 
FBD-Lesson1,8/9/2021 0:57,,10,8,10,10,8,10,Less than 30 minutes,Satisfying,16,
FBD-Lesson1,8/9/2021 11:31,,10,8,8,10,6,8,Less than 30 minutes,Satisfying,13,
FBD-Lesson1,8/9/2021 14:01,,10,8,10,10,8,10,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson1,8/9/2021 14:09,,8,10,10,8,8,10,Less than 30 minutes,Satisfying,17,-
FBD-Lesson1,8/9/2021 14:37,,10,10,10,10,10,10,Between 60 to 90 minutes,Satisfying,17,
FBD-Lesson1,8/9/2021 15:47,,8,8,10,8,8,10,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson1,8/9/2021 16:03,,8,8,8,10,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/9/2021 16:42,,10,8,8,10,10,8,Between 30 to 60 minutes,Very satisfying,13,
FBD-Lesson1,8/9/2021 18:05,,10,10,10,10,10,10,Between 60 to 90 minutes,Satisfying,15,
FBD-Lesson1,8/9/2021 20:07,,10,10,10,10,10,10,Between 60 to 90 minutes,Satisfying,17,
FBD-Lesson1,8/9/2021 20:07,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,17,-
FBD-Lesson1,8/9/2021 20:20,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,.
FBD-Lesson1,8/9/2021 21:36,,8,8,10,8,8,10,Between 60 to 90 minutes,Very satisfying,16,I like the way it have a lot of information that i don't know.
FBD-Lesson1,8/9/2021 21:55,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/9/2021 22:24,,8,8,8,6,8,8,More than 90 minutes,Satisfying,16,I'm like and understood this lesson.
FBD-Lesson1,8/9/2021 22:48,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,I really enjoy reading about the internet because it can expand my knowledge in this field and I really understand about this lesson
FBD-Lesson1,8/10/2021 0:02,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,16,I like it.
FBD-Lesson1,8/10/2021 2:33,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/10/2021 10:43,,10,8,10,10,8,8,Between 30 to 60 minutes,Not sure,14,
FBD-Lesson1,8/10/2021 12:33,,10,8,10,10,8,10,Between 30 to 60 minutes,Very satisfying,14,
FBD-Lesson1,8/10/2021 13:34,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,It is already good as there are some activities in the lesson
FBD-Lesson1,8/10/2021 16:45,,10,8,10,10,10,8,Less than 30 minutes,Satisfying,16,I enjoy reading the lesson! It really gives me new information about internet that people rarely know. I’m very happy to know how internet actually works to other people.
FBD-Lesson1,8/10/2021 17:39,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,17,
FBD-Lesson1,8/10/2021 18:05,,10,10,8,10,10,8,Between 30 to 60 minutes,Very satisfying,17,it's really helpful.
FBD-Lesson1,8/10/2021 21:23,,8,10,10,8,10,10,Less than 30 minutes,Satisfying,17,The information really helpful.
FBD-Lesson1,8/10/2021 21:32,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/10/2021 21:35,,4,4,2,6,8,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson1,8/10/2021 21:36,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson1,8/10/2021 21:43,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/10/2021 21:49,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/11/2021 8:34,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,Nice and complete notes!
FBD-Lesson1,8/11/2021 9:16,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson1,8/11/2021 11:05,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,16,all the picture added were interesting 
FBD-Lesson1,8/11/2021 12:29,,10,8,10,8,8,10,Less than 30 minutes,Very satisfying,15,
FBD-Lesson1,8/11/2021 13:02,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,15,I've gained a lot of new things throughout the lesson. It's very useful. 
FBD-Lesson1,8/11/2021 13:04,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,13,
FBD-Lesson1,8/11/2021 14:30,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson1,8/11/2021 14:41,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,16,
FBD-Lesson1,8/11/2021 15:31,,8,8,6,8,8,6,Between 30 to 60 minutes,Satisfying,13,I'm not sure actually.I'm sorry.
FBD-Lesson1,8/11/2021 15:45,,8,10,10,8,8,8,Less than 30 minutes,Satisfying,14,
FBD-Lesson1,8/11/2021 15:46,,10,10,10,8,8,8,Less than 30 minutes,Satisfying,14,
FBD-Lesson1,8/11/2021 15:46,,10,10,10,8,8,8,Less than 30 minutes,Satisfying,14,
FBD-Lesson1,8/11/2021 15:47,,10,8,8,8,8,8,Less than 30 minutes,Satisfying,14,
FBD-Lesson1,8/11/2021 15:48,,10,10,10,8,8,8,Less than 30 minutes,Satisfying,14,
FBD-Lesson1,8/11/2021 15:48,,10,8,10,10,8,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson1,8/11/2021 16:03,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,
FBD-Lesson1,8/11/2021 16:05,,10,8,10,10,8,10,Between 30 to 60 minutes,Satisfying,17,add some more quiz
FBD-Lesson1,8/11/2021 16:07,,10,8,10,8,8,10,More than 90 minutes,Satisfying,17,opening up more participation in one group
FBD-Lesson1,8/11/2021 16:37,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,17,Thanks for the notes .I can understand it well with the pictures and also GIFPY.<3
FBD-Lesson1,8/11/2021 17:06,,10,10,8,10,10,10,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson1,8/11/2021 19:51,,8,10,10,8,10,10,Less than 30 minutes,Satisfying,17,
FBD-Lesson1,8/11/2021 20:32,,8,6,4,8,8,4,Between 30 to 60 minutes,Satisfying,15,"Please lessen the sentences more or making a conclusion after all of it, it could be confusing to some students"
FBD-Lesson1,8/11/2021 20:34,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson1,8/11/2021 20:52,,8,6,8,8,6,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson1,8/11/2021 20:58,,10,8,10,8,8,8,Between 60 to 90 minutes,Satisfying,15,i love how there are including pictures which make it more exciting to read.
FBD-Lesson1,8/11/2021 21:24,,10,8,8,8,8,8,Less than 30 minutes,Satisfying,16,social media is the place we can search for more information about what on the world
FBD-Lesson1,8/11/2021 21:58,,10,8,10,8,8,10,Less than 30 minutes,Satisfying,14,
FBD-Lesson1,8/11/2021 22:09,,8,10,10,10,10,10,Less than 30 minutes,Satisfying,16,"Replace texts with videos instead, I bet this will help a lot. "
FBD-Lesson1,8/11/2021 22:15,,10,8,10,10,8,10,Between 30 to 60 minutes,Very satisfying,13,
FBD-Lesson1,8/11/2021 23:41,,8,8,8,8,8,8,Between 60 to 90 minutes,Satisfying,16,i'm like and understood this lesson.
FBD-Lesson1,8/11/2021 23:49,,8,8,8,8,8,8,Between 60 to 90 minutes,Satisfying,16,I'm like and understood this lesson
FBD-Lesson1,8/12/2021 1:28,,10,10,10,8,10,8,Between 30 to 60 minutes,Satisfying,13,
FBD-Lesson1,8/12/2021 4:48,,8,10,10,10,10,8,Between 30 to 60 minutes,Satisfying,15,now i know how to use internet properly!
FBD-Lesson1,8/12/2021 11:49,,8,8,8,8,8,6,Less than 30 minutes,Satisfying,15,
FBD-Lesson1,8/12/2021 11:51,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,as a student we can search information more at digital site
FBD-Lesson1,8/12/2021 11:57,,2,4,6,8,10,10,Less than 30 minutes,Not sure,13,
FBD-Lesson1,8/12/2021 12:02,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,we can search for more information at internet or digital site.
FBD-Lesson1,8/12/2021 12:44,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/12/2021 15:25,,10,8,8,8,8,8,Less than 30 minutes,Satisfying,14,
FBD-Lesson1,8/12/2021 15:25,,10,10,10,8,8,8,Less than 30 minutes,Satisfying,14,
FBD-Lesson1,8/12/2021 15:26,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,14,
FBD-Lesson1,8/12/2021 15:28,,10,10,8,8,8,6,Less than 30 minutes,Satisfying,14,
FBD-Lesson1,8/12/2021 15:42,,8,8,6,8,10,8,Between 30 to 60 minutes,Satisfying,17,-
FBD-Lesson1,8/12/2021 17:33,,8,8,8,10,8,8,Between 30 to 60 minutes,Satisfying,15,I really love this
FBD-Lesson1,8/12/2021 23:11,,6,8,6,8,8,8,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson1,8/12/2021 23:12,,6,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson1,8/12/2021 23:13,,8,8,10,8,10,10,Less than 30 minutes,Satisfying,17,
FBD-Lesson1,8/12/2021 23:51,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson1,8/12/2021 23:51,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,17,The lesson is so informative!
FBD-Lesson1,8/13/2021 11:29:20,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson1,8/13/2021 12:52:44,,8,8,10,8,8,10,Between 30 to 60 minutes,Satisfying,15,For me we need to develop more questions to increase the creativity of the next generation
FBD-Lesson1,8/13/2021 13:22:40,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,
FBD-Lesson1,8/13/2021 13:23:55,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/13/2021 13:23:55,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,
FBD-Lesson1,8/13/2021 13:23:55,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/13/2021 13:23:56,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,
FBD-Lesson1,8/13/2021 13:28:17,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,14,Everything is great!!! :)
FBD-Lesson1,8/13/2021 13:44:44,,10,8,10,8,6,8,Between 30 to 60 minutes,Satisfying,14,need more video
FBD-Lesson1,8/13/2021 14:19:47,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,internet can help me to search for information.
FBD-Lesson1,8/13/2021 14:21:35,,6,10,6,6,10,6,Less than 30 minutes,Not sure,14,
FBD-Lesson1,8/13/2021 14:55:10,,10,8,8,8,8,8,Less than 30 minutes,Satisfying,15,
FBD-Lesson1,8/13/2021 15:42:55,,10,8,8,10,8,10,Between 30 to 60 minutes,Satisfying,15,I personally do think that this webpage is well-made with all of the interactive lessons.
FBD-Lesson1,8/13/2021 15:53:43,,10,8,8,10,10,8,Between 30 to 60 minutes,Satisfying,15,I personally really do think that this webpage is well made with all of the interactive activities that was displayed.
FBD-Lesson1,8/13/2021 16:07:50,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/13/2021 16:34:12,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson1,8/13/2021 16:45:22,,6,6,6,6,6,6,Less than 30 minutes,Not sure,16,Nice
FBD-Lesson1,8/13/2021 18:47:01,,10,10,10,8,10,10,Less than 30 minutes,Satisfying,16,
FBD-Lesson1,8/13/2021 18:50:18,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,"It was a really fun experience! I got to know new things, thought I do feel like there are some room for much exciting experience. I wished it had more colors and I-think maps. It would encourage more attention from the participants and will have a fun time reading. "
FBD-Lesson1,8/13/2021 19:52:38,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,It is very understandable 
FBD-Lesson1,8/13/2021 20:29:52,,4,8,8,10,8,8,Between 30 to 60 minutes,Satisfying,16,I think it can be improved by making the information a bit more interesting to read.
FBD-Lesson1,8/13/2021 21:25:30,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,I would like to learn more about the technology of editting like youtuber!
FBD-Lesson1,8/13/2021 21:27:29,,8,10,10,8,10,10,Between 30 to 60 minutes,Satisfying,15,it's a good lesson as it tells all the information so that i can improve myself
FBD-Lesson1,8/13/2021 21:33:16,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,I very like the details. It so simple and easy to remember it.
FBD-Lesson1,8/13/2021 21:58:37,,8,8,10,8,8,8,Less than 30 minutes,Satisfying,13,
FBD-Lesson1,8/13/2021 22:01:30,,6,8,6,8,6,6,Less than 30 minutes,Satisfying,16,all good :) 
FBD-Lesson1,8/13/2021 22:27:44,,10,10,10,8,10,10,Less than 30 minutes,Satisfying,15,I've learn a lot useful things from the lesson above
FBD-Lesson1,8/13/2021 22:31:00,,8,10,10,10,8,10,Less than 30 minutes,Satisfying,15,
FBD-Lesson1,8/14/2021 0:39:02,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,I like the details. It very simple and easy to remember.
FBD-Lesson1,8/14/2021 1:02:28,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,"I really like this lesson, tbh. It taught me by giving me new information about the Internet that I do not know and also exploring new kinds of activities through Wordwall and Padlet. Thank you so much >.<"
FBD-Lesson1,8/14/2021 2:16:56,,8,10,6,8,8,8,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson1,8/14/2021 3:24:47,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,I like the details. It so simple and easy to remember and understand.
FBD-Lesson1,8/14/2021 3:58:15,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,I like the details. It so simple and easy to remember and understand
FBD-Lesson1,8/14/2021 7:41:46,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,13,Done love this!!!
FBD-Lesson1,8/14/2021 8:01:12,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,13,"I really liked those lessons. They are very creative and not making this program sounds boring. To be honest, I felt motivated instantly when I saw how interesting your notes and activities are. Do stay this way till the end of this program!"
FBD-Lesson1,8/14/2021 9:14:17,,8,8,6,8,8,8,Between 30 to 60 minutes,Satisfying,13,
FBD-Lesson1,8/14/2021 9:22:44,,10,10,10,10,10,10,More than 90 minutes,Very satisfying,13,
FBD-Lesson1,8/14/2021 10:43:04,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,13,
FBD-Lesson1,8/14/2021 11:48:56,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,14,
