What,Timestamp,Email Address,I enjoy reading the notes. (1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I understand what was taught in the notes. (1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I will recommend these notes to my friends.(1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I enjoy doing the activities. (1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I understand what was taught through the activities. (1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I will recommend the activities to my friends.(1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),How long do you think you spent on this lesson?,Please rate your overall experience. Is this experience satisfying?,Age,"Additional feedback. Please write down if you have some thoughts on what you like about the lesson, what you think could be improved or some other feedback. All feedback are welcomed! "
FBD-Lesson5,8/8/2021 16:33,,10,8,10,10,8,8,Between 30 to 60 minutes,Very satisfying,16,"I like at how there are some insertion of picture just to show how to verifying , it is really easy to understand by seeing those ."
FBD-Lesson5,8/8/2021 17:16,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,13,
FBD-Lesson5,8/8/2021 20:07,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,Good
FBD-Lesson5,8/8/2021 21:03,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson5,8/9/2021 16:11,,8,8,6,8,8,6,Less than 30 minutes,Satisfying,16,Good 
FBD-Lesson5,8/9/2021 16:09,,10,10,8,10,10,8,Less than 30 minutes,Very satisfying,15,
FBD-Lesson5,8/9/2021 16:10,,8,8,6,8,8,6,Less than 30 minutes,Satisfying,16,Good 
FBD-Lesson5,8/9/2021 20:36,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,15,
FBD-Lesson5,8/9/2021 21:32,,10,10,10,10,10,10,Between 60 to 90 minutes,Very satisfying,15,
FBD-Lesson5,8/9/2021 21:59,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,.
FBD-Lesson5,8/9/2021 22:32,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson5,8/9/2021 23:38,,10,10,10,8,8,10,Less than 30 minutes,Very satisfying,16,I like this kind of note cuz it very useful and helpful for me to do something in the future.
FBD-Lesson5,8/9/2021 23:55,,10,8,10,10,8,10,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson5,8/10/2021 1:39,,8,8,8,8,8,8,Between 60 to 90 minutes,Satisfying,16,
FBD-Lesson5,8/10/2021 2:03,,8,8,8,8,8,8,Between 60 to 90 minutes,Satisfying,16,
FBD-Lesson5,8/10/2021 2:11,,8,8,8,8,8,8,Between 60 to 90 minutes,Satisfying,16,
FBD-Lesson5,8/10/2021 3:14,,8,8,8,8,8,8,Between 60 to 90 minutes,Satisfying,16,
FBD-Lesson5,8/10/2021 10:15,,10,10,8,10,10,8,Between 30 to 60 minutes,Very satisfying,13,
FBD-Lesson5,8/10/2021 10:59,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,13,You need to do for next year too.
FBD-Lesson5,8/10/2021 12:21,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,13,
FBD-Lesson5,8/10/2021 15:46,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson5,8/10/2021 17:02,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,16,NO
FBD-Lesson5,8/10/2021 17:49,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,
FBD-Lesson5,8/10/2021 19:12,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson5,8/10/2021 23:57,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson5,8/11/2021 1:57,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,16,
FBD-Lesson5,8/11/2021 12:17,,10,8,10,10,10,10,Less than 30 minutes,Satisfying,16,
FBD-Lesson5,8/11/2021 12:45,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson5,8/11/2021 13:58,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,15,
FBD-Lesson5,8/11/2021 14:16,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,
FBD-Lesson5,8/11/2021 16:31,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson5,8/11/2021 17:04,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson5,8/11/2021 17:51,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,15,
FBD-Lesson5,8/11/2021 18:00,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson5,8/11/2021 18:10,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,17,
FBD-Lesson5,8/11/2021 18:10,,8,10,10,8,10,10,Less than 30 minutes,Very satisfying,17,
FBD-Lesson5,8/11/2021 18:57,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,13,
FBD-Lesson5,8/11/2021 20:36,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson5,8/11/2021 21:56,,8,10,8,8,10,8,Between 30 to 60 minutes,Satisfying,13,
FBD-Lesson5,8/11/2021 22:01,,6,6,6,6,6,6,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson5,8/11/2021 23:25,,10,8,10,10,8,2,Less than 30 minutes,Satisfying,15,--
FBD-Lesson5,8/12/2021 9:35,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,
FBD-Lesson5,8/12/2021 10:48,,10,8,10,10,8,10,Less than 30 minutes,Satisfying,17,nice examples
FBD-Lesson5,8/12/2021 16:53,,8,8,10,8,8,8,Less than 30 minutes,Very satisfying,13,I like this😊.
FBD-Lesson5,8/12/2021 21:26,,10,10,10,10,10,10,Between 60 to 90 minutes,Very satisfying,13,Question 3 about fact-checkers: the word 'unoficial' is typed wrongly.
FBD-Lesson5,8/12/2021 22:02,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,
FBD-Lesson5,8/12/2021 23:17,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,dont spread fake news
FBD-Lesson5,8/13/2021 0:35:31,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson5,8/13/2021 0:35:38,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,17,The notes are very informative!
FBD-Lesson5,8/13/2021 0:35:46,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson5,8/13/2021 13:12:46,,10,10,10,10,10,8,Between 30 to 60 minutes,Very satisfying,15,now i know how to verify news or information that i received 
FBD-Lesson5,8/13/2021 14:13:29,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,"Learned a lot, it's very beneficial for students. Overall everything is great! "
FBD-Lesson5,8/13/2021 14:45:58,,8,8,6,8,8,4,Less than 30 minutes,Not sure,15,I learn interesting stuffs here
FBD-Lesson5,8/13/2021 14:49:57,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,verify information first before you share to anyone.
FBD-Lesson5,8/13/2021 15:47:09,,8,8,6,8,8,6,Less than 30 minutes,Satisfying,15,
FBD-Lesson5,8/13/2021 17:51:57,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,16,
FBD-Lesson5,8/13/2021 18:39:03,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson5,8/13/2021 21:14:12,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,16,
FBD-Lesson5,8/13/2021 23:50:28,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,15,
FBD-Lesson5,8/14/2021 0:10:35,,6,8,6,6,6,8,Less than 30 minutes,Satisfying,16,all good
FBD-Lesson5,8/14/2021 12:03:12,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,13,
FBD-Lesson5,8/14/2021 12:15:39,,8,8,8,8,8,8,Less than 30 minutes,Very satisfying,13,
FBD-Lesson5,8/14/2021 13:02:18,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,14,
FBD-Lesson5,8/14/2021 14:35:42,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,
FBD-Lesson5,8/14/2021 14:55:17,,8,8,8,8,8,8,Less than 30 minutes,Not sure,13,
FBD-Lesson5,8/14/2021 15:40:08,,10,10,10,10,10,10,More than 90 minutes,Very satisfying,13,Many good question.
FBD-Lesson5,8/14/2021 16:17:11,,8,8,8,8,8,10,Less than 30 minutes,Satisfying,14,I love how you put some game to make us more understand.
FBD-Lesson5,8/14/2021 16:37:12,,10,10,10,10,10,10,More than 90 minutes,Very satisfying,13,ok
FBD-Lesson5,8/14/2021 19:13:02,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,it was interesting.
FBD-Lesson5,8/14/2021 20:10:30,,8,8,10,10,10,10,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson5,8/14/2021 21:53:32,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,15,
FBD-Lesson5,8/14/2021 22:01:07,,10,10,8,10,10,8,Less than 30 minutes,Very satisfying,15,
FBD-Lesson5,8/14/2021 22:19:19,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson5,8/14/2021 23:29:06,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,17,
FBD-Lesson5,8/14/2021 23:54:10,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,14,
FBD-Lesson5,8/15/2021 13:06:23,,8,8,8,10,10,10,Less than 30 minutes,Satisfying,16,
FBD-Lesson5,8/15/2021 13:09:05,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,15,
FBD-Lesson5,8/15/2021 13:23:04,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson5,8/15/2021 13:31:01,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,17,
FBD-Lesson5,8/15/2021 13:31:48,,10,10,10,10,10,10,Between 60 to 90 minutes,Satisfying,16,
FBD-Lesson5,8/15/2021 13:40:38,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,15,
FBD-Lesson5,8/15/2021 13:55:24,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson5,8/15/2021 14:04:27,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson5,8/15/2021 14:36:46,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson5,8/15/2021 15:28:00,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson5,8/15/2021 16:17:44,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,This lesson is really useful to me and I leant so many information about verfication.
FBD-Lesson5,8/15/2021 16:18:15,,8,8,8,8,8,8,Less than 30 minutes,Very satisfying,15,i learnt about the most important part which is verification
FBD-Lesson5,8/15/2021 16:31:19,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,15,
FBD-Lesson5,8/15/2021 16:52:58,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,
FBD-Lesson5,8/15/2021 16:53:22,,10,10,10,10,10,10,Between 60 to 90 minutes,Satisfying,15,
FBD-Lesson5,8/15/2021 17:17:38,,10,10,10,10,10,10,Between 60 to 90 minutes,Satisfying,14,
FBD-Lesson5,8/15/2021 17:41:58,,10,10,10,10,10,10,Between 60 to 90 minutes,Very satisfying,15,
FBD-Lesson5,8/15/2021 17:52:25,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,15,
FBD-Lesson5,8/15/2021 17:52:36,,10,10,10,10,10,10,Between 60 to 90 minutes,Very satisfying,15,
FBD-Lesson5,8/15/2021 17:52:42,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,
FBD-Lesson5,8/15/2021 17:53:30,,10,10,10,10,10,10,Between 60 to 90 minutes,Very satisfying,15,
FBD-Lesson5,8/15/2021 18:07:35,,6,6,6,8,10,6,Between 30 to 60 minutes,Very satisfying,15,good lesson... essay to understand 
FBD-Lesson5,8/15/2021 18:09:19,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson5,8/15/2021 18:13:28,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson5,8/15/2021 18:13:33,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,15,
FBD-Lesson5,8/15/2021 18:28:13,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,yesw
FBD-Lesson5,8/15/2021 21:20:59,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson5,8/15/2021 21:23:27,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,
FBD-Lesson5,8/15/2021 21:25:15,,6,6,6,6,6,6,Between 30 to 60 minutes,Not sure,16,
FBD-Lesson5,8/15/2021 21:25:35,,8,8,8,8,8,8,Less than 30 minutes,Not satisfying,16,
FBD-Lesson5,8/15/2021 21:27:18,,6,6,6,6,6,6,Between 30 to 60 minutes,Not sure,16,
FBD-Lesson5,8/15/2021 23:04:56,,8,6,8,8,6,8,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson5,8/15/2021 23:19:00,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson5,8/15/2021 23:24:28,,10,8,10,10,8,10,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson5,8/16/2021 10:01:09,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson5,8/16/2021 10:23:18,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,14,
FBD-Lesson5,8/16/2021 10:23:28,,8,6,8,8,8,8,Less than 30 minutes,Satisfying,14,
FBD-Lesson5,8/16/2021 10:24:04,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,14,
FBD-Lesson5,8/16/2021 10:26:05,,10,10,10,8,8,8,Less than 30 minutes,Satisfying,14,
FBD-Lesson5,8/16/2021 10:28:02,,10,8,8,10,10,8,Less than 30 minutes,Satisfying,14,
FBD-Lesson5,8/16/2021 12:20:50,,10,8,8,8,8,8,Less than 30 minutes,Satisfying,14,
FBD-Lesson5,8/16/2021 14:39:13,,8,8,6,8,8,6,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson5,8/16/2021 14:40:06,,6,8,6,6,6,4,Less than 30 minutes,Satisfying,16,
FBD-Lesson5,8/16/2021 14:57:46,,6,6,6,8,6,6,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson5,8/16/2021 15:49:02,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson5,8/16/2021 20:30:23,,8,10,10,10,10,10,Less than 30 minutes,Satisfying,13,
FBD-Lesson5,8/16/2021 21:30:08,,8,8,8,8,8,8,More than 90 minutes,Satisfying,16,very interested
FBD-Lesson5,8/16/2021 22:30:25,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,All great :)
FBD-Lesson5,8/16/2021 22:39:16,,10,10,10,10,8,10,More than 90 minutes,Very satisfying,15,
FBD-Lesson5,8/17/2021 9:25:25,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,14,
FBD-Lesson5,8/17/2021 12:02:10,,10,10,10,10,8,10,Between 60 to 90 minutes,Satisfying,13,"i have gain a knowledge from this verification lesson, hope facebook can create a function direct block or spam a fake news"
FBD-Lesson5,8/17/2021 12:33:36,,10,10,10,10,8,10,Between 60 to 90 minutes,Satisfying,13,"i have gain a knowledge from this verification lesson, hope facebook can create a function direct block or spam a fake news."
FBD-Lesson5,8/17/2021 13:29:16,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,13,love very much
FBD-Lesson5,8/17/2021 13:31:02,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,17,
FBD-Lesson5,8/17/2021 15:29:07,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,16,
FBD-Lesson5,8/17/2021 16:52:21,,8,8,10,8,8,10,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson5,8/17/2021 21:58:46,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson5,8/17/2021 22:20:14,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson5,8/17/2021 22:41:07,,10,8,10,10,10,10,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson5,8/18/2021 0:38:30,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson5,8/18/2021 6:40:36,,8,10,10,10,10,10,Less than 30 minutes,Very satisfying,14,none
FBD-Lesson5,8/18/2021 11:00:30,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,13,It was really nice! but for the first quiz i don't know why but I can't submit my answer
FBD-Lesson5,8/18/2021 11:24:43,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,13,
FBD-Lesson5,8/18/2021 11:36:26,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,17,
FBD-Lesson5,8/18/2021 11:55:22,,10,10,10,10,10,8,Between 30 to 60 minutes,Very satisfying,13,
FBD-Lesson5,8/18/2021 11:55:54,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,13,
FBD-Lesson5,8/18/2021 12:49:26,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,14,NO
FBD-Lesson5,8/18/2021 14:48:48,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,Interesting notes
FBD-Lesson5,8/18/2021 15:26:34,,6,10,6,6,10,6,Less than 30 minutes,Not sure,14,
FBD-Lesson5,8/18/2021 15:31:52,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson5,8/18/2021 15:31:58,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,15,
FBD-Lesson5,8/18/2021 16:13:06,,6,10,6,6,10,6,Between 30 to 60 minutes,Not sure,14,
FBD-Lesson5,8/18/2021 17:26:49,,6,10,6,6,10,6,Between 30 to 60 minutes,Not sure,14,
FBD-Lesson5,8/18/2021 19:02:15,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,14,What I learnt in this lesson is that we have to verify news before sharing it to others by researching it on websites to confirm whether its a fact or a fake news.
FBD-Lesson5,8/18/2021 19:27:22,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,15,I have learned so much throughout these last few lessons and I love how interactive they were. 
FBD-Lesson5,8/18/2021 19:40:33,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,13,
FBD-Lesson5,8/18/2021 20:10:55,,10,10,10,10,8,10,Between 30 to 60 minutes,Satisfying,13,nothing
FBD-Lesson5,8/18/2021 22:37:22,,8,10,10,10,10,10,Less than 30 minutes,Satisfying,16,None.
FBD-Lesson5,8/18/2021 22:53:22,,10,8,10,10,10,10,Between 30 to 60 minutes,Satisfying,16,-
FBD-Lesson5,8/18/2021 22:54:29,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,16,None.
FBD-Lesson5,8/18/2021 23:12:05,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson5,8/18/2021 23:49:16,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson5,8/19/2021 1:26:41,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,13,
FBD-Lesson5,8/19/2021 8:03:57,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,none.
FBD-Lesson5,8/19/2021 8:35:46,,10,10,10,10,10,10,More than 90 minutes,Very satisfying,14,
FBD-Lesson5,8/19/2021 8:36:34,,10,10,10,10,10,10,More than 90 minutes,Very satisfying,14,
FBD-Lesson5,8/19/2021 9:05:32,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson5,8/19/2021 9:05:52,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson5,8/19/2021 9:07:28,,8,10,8,10,10,8,Less than 30 minutes,Satisfying,15,
FBD-Lesson5,8/19/2021 9:14:24,,10,10,10,10,10,10,More than 90 minutes,Satisfying,14,No feedback
FBD-Lesson5,8/19/2021 12:24:39,,6,6,6,6,6,6,Less than 30 minutes,Not sure,15,
FBD-Lesson5,8/19/2021 14:16:05,,8,8,8,8,10,10,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson5,8/19/2021 18:55:02,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,14,I learnt a lot
FBD-Lesson5,8/19/2021 18:57:03,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,14,Very educational.
FBD-Lesson5,8/19/2021 21:07:52,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,14,
FBD-Lesson5,8/19/2021 22:06:17,,10,10,10,10,10,10,More than 90 minutes,Very satisfying,16,Good enough
FBD-Lesson5,8/19/2021 22:20:17,,10,10,10,10,10,10,More than 90 minutes,Very satisfying,16,Good enough
FBD-Lesson5,8/19/2021 22:20:28,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson5,8/20/2021 0:24:29,,8,8,6,8,8,8,Between 30 to 60 minutes,Not sure,17,
FBD-Lesson5,8/20/2021 0:28:16,,8,8,6,8,8,8,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson5,8/20/2021 1:00:49,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson5,8/20/2021 1:30:12,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson5,8/20/2021 9:56:12,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,13,
FBD-Lesson5,8/20/2021 10:46:29,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,16,
FBD-Lesson5,8/20/2021 13:19:35,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson5,8/20/2021 13:38:49,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson5,8/20/2021 15:52:46,,8,8,10,8,8,10,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson5,8/20/2021 17:11:37,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,
FBD-Lesson5,8/20/2021 17:13:27,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,17,
FBD-Lesson5,8/20/2021 17:23:02,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,13,-
FBD-Lesson5,8/20/2021 18:42:49,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,17,
FBD-Lesson5,8/20/2021 18:42:59,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,
FBD-Lesson5,8/20/2021 18:56:16,,8,8,6,8,8,8,Between 30 to 60 minutes,Not sure,14,
FBD-Lesson5,8/20/2021 19:34:32,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,Notes are very informative.
FBD-Lesson5,8/20/2021 19:38:31,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,I like the details
FBD-Lesson5,8/20/2021 19:45:08,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson5,8/20/2021 19:50:18,,8,8,8,8,8,8,Less than 30 minutes,Very satisfying,17,
FBD-Lesson5,8/20/2021 20:44:00,,10,10,10,10,10,10,Between 60 to 90 minutes,Very satisfying,16,
FBD-Lesson5,8/20/2021 20:48:55,,4,4,4,4,4,4,Less than 30 minutes,Satisfying,17,
FBD-Lesson5,8/20/2021 21:07:28,,10,8,8,8,8,8,Between 30 to 60 minutes,Not sure,17,
FBD-Lesson5,8/20/2021 21:37:34,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,15,
FBD-Lesson5,8/20/2021 21:37:37,,10,10,10,10,10,10,More than 90 minutes,Not sure,15,
